,datetime,code,price,quantity,info,value
215,2018-07-09 15:15:00,12Jul201826600PE,77.05,25,End of day reached pnl: 603.75,-1926.25
216,2018-07-10 09:15:00,12Jul201826800CE,103.65,-25,pnl: 0,2591.25
217,2018-07-10 09:15:00,12Jul201826800PE,125.15,-25,pnl: 0,3128.75
218,2018-07-10 15:15:00,12Jul201826800CE,145.7,25,End of Day reached pnl: 437.5000000000007,-3642.4999999999995
219,2018-07-10 15:15:00,12Jul201826800PE,65.6,25,End of day reached pnl: 437.5000000000007,-1639.9999999999998
220,2018-07-11 09:15:00,12Jul201826900CE,70.65,-25,pnl: 0,1766.2500000000002
221,2018-07-11 09:15:00,12Jul201826900PE,132.0,-25,pnl: 0,3300.0
222,2018-07-11 15:15:00,12Jul201826900CE,35.55,25,End of Day reached pnl: 543.7500000000003,-888.7499999999999
223,2018-07-11 15:15:00,12Jul201826900PE,145.35,25,End of day reached pnl: 543.7500000000003,-3633.75
224,2018-07-12 09:15:00,12Jul201826900CE,97.75,-25,pnl: 0,2443.75
225,2018-07-12 09:15:00,12Jul201826900PE,41.0,-25,pnl: 0,1025.0
226,2018-07-12 09:19:00,12Jul201826900CE,126.0,25,stoploss breached pnl: -236.25,-3150.0
227,2018-07-12 09:19:00,12Jul201826900PE,22.2,25,stoploss breached pnl: -236.25,-555.0
228,2018-07-13 09:15:00,19Jul201827000CE,181.05,-25,pnl: 0,4526.25
229,2018-07-13 09:15:00,19Jul201827000PE,162.3,-25,pnl: 0,4057.5000000000005
230,2018-07-13 15:15:00,19Jul201827000CE,153.15,25,End of Day reached pnl: 676.2500000000005,-3828.75
231,2018-07-13 15:15:00,19Jul201827000PE,163.15,25,End of day reached pnl: 676.2500000000005,-4078.75
232,2018-07-16 09:15:00,19Jul201826900CE,153.0,-25,pnl: 0,3825.0
233,2018-07-16 09:15:00,19Jul201826900PE,143.5,-25,pnl: 0,3587.5
234,2018-07-16 15:15:00,19Jul201826900CE,71.2,25,End of Day reached pnl: 447.5,-1780.0
235,2018-07-16 15:15:00,19Jul201826900PE,207.4,25,End of day reached pnl: 447.5,-5185.0
236,2018-07-17 09:15:00,19Jul201826700CE,169.5,-25,pnl: 0,4237.5
237,2018-07-17 09:15:00,19Jul201826700PE,81.05,-25,pnl: 0,2026.25
238,2018-07-17 13:47:00,19Jul201826700CE,243.85,25,stoploss breached pnl: -687.5,-6096.25
239,2018-07-17 13:47:00,19Jul201826700PE,34.2,25,stoploss breached pnl: -687.5,-855.0000000000001
240,2018-07-18 09:16:00,19Jul201827100CE,136.6,-25,pnl: 0,3415.0
241,2018-07-18 09:16:00,19Jul201827100PE,70.15,-25,pnl: 0,1753.7500000000002
242,2018-07-18 12:20:00,19Jul201827100CE,55.45,25,stoploss breached pnl: -84.99999999999909,-1386.25
243,2018-07-18 12:20:00,19Jul201827100PE,154.7,25,stoploss breached pnl: -84.99999999999909,-3867.4999999999995
244,2018-07-19 09:15:00,19Jul201827000CE,46.0,-25,pnl: 0,1150.0
245,2018-07-19 09:15:00,19Jul201827000PE,110.0,-25,pnl: 0,2750.0
246,2018-07-19 09:32:00,19Jul201827000CE,21.25,25,stoploss breached pnl: -401.25000000000045,-531.25
247,2018-07-19 09:32:00,19Jul201827000PE,150.8,25,stoploss breached pnl: -401.25000000000045,-3770.0000000000005
248,2018-07-20 09:15:00,26Jul201826800CE,203.15,-25,pnl: 0,5078.75
249,2018-07-20 09:15:00,26Jul201826800PE,174.8,-25,pnl: 0,4370.0
250,2018-07-20 15:15:00,26Jul201826800CE,261.3,25,End of Day reached pnl: -217.5,-6532.5
251,2018-07-20 15:15:00,26Jul201826800PE,125.35,25,End of day reached pnl: -217.5,-3133.75
252,2018-07-23 09:15:00,26Jul201826700CE,308.65,-25,pnl: 0,7716.249999999999
253,2018-07-23 09:15:00,26Jul201826700PE,100.0,-25,pnl: 0,2500.0
254,2018-07-23 13:46:00,26Jul201826700CE,371.3,25,stoploss breached pnl: -285.0000000000009,-9282.5
255,2018-07-23 13:46:00,26Jul201826700PE,48.75,25,stoploss breached pnl: -285.0000000000009,-1218.75
256,2018-07-24 09:15:00,26Jul201827000CE,206.95,-25,pnl: 0,5173.75
257,2018-07-24 09:15:00,26Jul201827000PE,75.2,-25,pnl: 0,1880.0
258,2018-07-24 15:15:00,26Jul201827000CE,136.6,25,End of Day reached pnl: 1265.0,-3415.0
259,2018-07-24 15:15:00,26Jul201827000PE,94.95,25,End of day reached pnl: 1265.0,-2373.75
260,2018-07-25 09:15:00,26Jul201827000CE,138.55,-25,pnl: 0,3463.7500000000005
261,2018-07-25 09:15:00,26Jul201827000PE,82.8,-25,pnl: 0,2070.0
262,2018-07-25 15:15:00,26Jul201827000CE,124.75,25,End of Day reached pnl: 892.5000000000005,-3118.75
263,2018-07-25 15:15:00,26Jul201827000PE,60.9,25,End of day reached pnl: 892.5000000000005,-1522.5
264,2018-07-26 09:15:00,26Jul201827100CE,75.25,-25,pnl: 0,1881.25
265,2018-07-26 09:15:00,26Jul201827100PE,63.0,-25,pnl: 0,1575.0
